form,lemma,POS,morph
emissum,emitto,VER,Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
dimittat,dimitto,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
praedia,praedium,NOMcom,Case=Acc|Numb=Plur
tempus,tempus1,NOMcom,Case=Nom|Numb=Sing
Sic,sic,ADV,Deg=Pos
tamen,tamen,ADV,Deg=Pos
orantum,oro,NOMcom,Case=Gen|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act
danda,do,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Adj|Voice=Pass
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
pecunia,pecunia,NOMcom,Case=Nom|Numb=Sing
dextris,dextera,NOMcom,Case=Abl|Numb=Plur
Exigat,exigo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
inplicitum,implico,VER,Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
ne,ne4,CONsub,MORPH=empty
post,post2,PRE,MORPH=empty
usura,usura,NOMcom,Case=Acc|Numb=Sing|Mood=Par|Tense=Fut|Voice=Dep
lucellum,lucellum,NOMcom,Case=Acc|Numb=Sing
Quisquis,quisquis1,PROrel,Case=Nom|Numb=Sing|Gend=MascFem
inops,inops,ADJqua,Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
tenuem,tenuis,ADJqua,Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
uitae,uita,NOMcom,Case=Gen|Numb=Sing
non,non,ADVneg,MORPH=empty
sustinet,sustineo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
usum,usus,NOMcom,Case=Acc|Numb=Sing
Ac,ac1,CONcoo,MORPH=empty
duros,durus,ADJqua,Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
perferre,perfero,VER,Mood=Inf|Tense=Pres|Voice=Act
dies,dies,NOMcom,Case=Acc|Numb=Plur
meliusque,bonus,ADV,Deg=Comp
{meliusque},que,CON,MORPH=empty
putabit,puto,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
Subdere,subdo,VER,Mood=Inf|Tense=Pres|Voice=Act
se,sui1,PROref,Case=Acc|Numb=Sing
domino,dominus,NOMcom,Case=Dat|Numb=Sing
iam,iam,ADV,Deg=Pos
libertate,libertas,NOMcom,Case=Abl|Numb=Sing
remota,remoueo,VER,Case=Abl|Numb=Sing|Gend=Fem
Non,non,ADVneg,MORPH=empty
ferat,fero,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
ille,ille,PROdem,Case=Nom|Numb=Sing|Gend=Masc
iugum,iugum,NOMcom,Case=Acc|Numb=Sing
ueluti,uelut1,ADVrel,MORPH=empty
de,de,PRE,MORPH=empty
serua,seruus1,NOMcom,Case=Abl|Numb=Sing
creatus,creo,VER,Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
Sed,sed,CONcoo,MORPH=empty
uelut,uelut1,ADVrel,MORPH=empty
adscitus,ascisco,VER,Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
positae,pono,VER,Case=Gen|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
mercedis,merces,NOMcom,Case=Gen|Numb=Sing
ad,ad2,PRE,MORPH=empty
actum,ago,NOMcom,Case=Acc|Numb=Sing
Donec,donec,CONsub,MORPH=empty
decurso,decurro,VER,Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
redeat,redeo1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
iam,iam,ADV,Deg=Pos
tempore,tempus1,NOMcom,Case=Abl|Numb=Sing
liber,liber1,NOMcom,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
Quo,quo2,ADVrel,Numb=Sing|Gend=MascNeut
cunctis,cunctus,ADJqua,Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
concessa,concedo1,VER,Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
simul,simul1,ADV,Deg=Pos
sunt,sum1,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
otia,otium,NOMcom,Case=Nom|Numb=Plur
rebus,res,NOMcom,Case=Abl|Numb=Plur
Ac,ac1,CONcoo,MORPH=empty
si,si2,CONsub,MORPH=empty
ceu,ceu1,ADVrel,MORPH=empty
domini,dominus,NOMcom,Case=Gen|Numb=Sing
imperio,imperium,NOMcom,Case=Abl|Numb=Sing
distractus,distraho,VER,Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
abibit,abeo1,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
Proximus,propior,ADJqua,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
hunc,hic1,PROdem,Case=Acc|Numb=Sing|Gend=Masc
redimat,redimo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
aut,aut,CONcoo,MORPH=empty
si,si2,CONsub,MORPH=empty
non,non,ADVneg,MORPH=empty
adfuit,assum1,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ille,ille,PROdem,Case=Nom|Numb=Sing|Gend=Masc
Contribulis,contribulus,NOMcom,Case=Abl|Numb=Plur
quicumque,quicumque1,PROrel,Case=Nom|Numb=Sing|Gend=Masc
sui,suus,PROpos.ref,Case=Gen|Numb=Sing|Gend=MascNeut
commercia,commercium,NOMcom,Case=Acc|Numb=Plur
fratris,frater,NOMcom,Case=Gen|Numb=Sing
Iussus,iubeo,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
agat,ago,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
iugumque,iugum,NOMcom,Case=Acc|Numb=Sing
{iugumque},que,CON,MORPH=empty
uiro,uir,NOMcom,Case=Dat|Numb=Sing
seruile,seruilis,ADJqua,Case=Acc|Numb=Sing|Gend=Neut|Deg=Pos
sequestret,sequor,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Nam,nam,CONcoo,MORPH=empty
si,si2,CONsub,MORPH=empty
legitimo,legitimus,ADJqua,Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
fuerit,sum1,VER,Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
diuenditus,diuendo,VER,Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass
aere,aes,NOMcom,Case=Abl|Numb=Sing
Seruiet,seruio,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
optato,optatus,ADJqua,Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
ueniat,uenio,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
dum,dum2,CONsub,MORPH=empty
tempus,tempus1,NOMcom,Case=Acc|Numb=Sing
in,in,PRE,MORPH=empty
anno,annus,NOMcom,Case=Abl|Numb=Sing
Quo,qui2,ADVrel,Case=Abl|Numb=Sing|Gend=MascNeut
cuncti,cunctus,ADJqua,Case=Nom|Numb=Plur|Gend=Masc|Deg=Pos
sua,suus,PROpos.ref,Case=Nom|Numb=Plur|Gend=Neut
iura,ius1,NOMcom,Case=Nom|Numb=Plur
simul,simul3,CONsub,Deg=Pos
dimissa,dimitto,VER,Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
resumunt,resumo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Aut,aut,CONcoo,MORPH=empty
si,si2,CONsub,MORPH=empty
parua,paruus2,ADJqua,Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
fuit,sum1,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
annorum,annus,NOMcom,Case=Gen|Numb=Plur
summa,superus,ADJqua,Case=Nom|Numb=Sing|Gend=Fem|Deg=Sup
labore,labor1,NOMcom,Case=Abl|Numb=Sing
Conpleat,compleo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
hanc,hic1,PROdem,Case=Acc|Numb=Sing|Gend=Fem
proprio,proprius,ADJqua,Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
manuum,manus1,NOMcom,Case=Gen|Numb=Plur
quem,qui1,PROrel,Case=Acc|Numb=Sing|Gend=Masc
praestitit,praesto1,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
actu,actus1,NOMcom,Case=Abl|Numb=Sing
Sic,sic,ADV,Deg=Pos
abeat,abeo1,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
quocumque,quocumque1,ADVrel,MORPH=empty
uolet,uolo3,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
secumque,sui,PROref,Case=Abl|Numb=Sing
{secumque},cum3,CON,MORPH=empty
{secumque},que,CON,MORPH=empty
reducat,reduco,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Libera,liber2,ADJqua,Case=Nom|Numb=Sing|Gend=Fem
securos,securus,ADJqua,Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
pariter,pariter,ADV,Deg=Pos
cum,cum2,PRE,MORPH=empty
coniuge,coniux,NOMcom,Case=Abl|Numb=Sing
natos,natus1,NOMcom,Case=Acc|Numb=Plur|Gend=Masc
Talia,talis,PROdem,Case=Nom|Numb=Plur|Gend=Neut
sincero,sincerus,ADJqua,Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
condentem,condo,VER,Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
pectore,pectus,NOMcom,Case=Abl|Numb=Sing
iussa,iussum,NOMcom,Case=Nom|Numb=Plur
Pax,Pax,NOMcom,Case=Nom|Numb=Sing
tranquilla,tranquillus,ADJqua,Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
manet,maneo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
nullo,nullus,PROind,Case=Abl|Numb=Sing|Gend=MascNeut
quam,quam1,ADVrel,MORPH=empty
bella,bellum,NOMcom,Case=Nom|Numb=Plur
tumultu,tumultus,NOMcom,Case=Abl|Numb=Sing
Proturbare,proturbo2,VER,Mood=Inf|Tense=Pres|Voice=Act
queunt,queo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
longos,longus,ADJqua,Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
sed,sed,CONcoo,MORPH=empty
missa,mitto,VER,Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
per,per,PRE,MORPH=empty
annos,annus,NOMcom,Case=Acc|Numb=Plur
Otia,Otius,NOMcom,Case=Nom|Numb=Plur
multimodo,multimodus,ADJqua,Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
conplebunt,compleo,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3
horrea,horreum,NOMcom,Case=Nom|Numb=Plur|Gend=Neut
fructu,fructus,NOMcom,Case=Abl|Numb=Sing
Quin,quin1,ADV,Deg=Pos
etiam,etiam,ADV,Deg=Pos
si,si2,CONsub,MORPH=empty
tela,telum,NOMcom,Case=Acc|Numb=Plur
ferox,ferox,ADJqua,Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
destrinxerit,destringo,VER,Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
hostis,hostis,NOMcom,Case=Nom|Numb=Sing
Exigua,exiguus,ADJqua,Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
bellante,bello,VER,Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
manu,manus1,NOMcom,Case=Abl|Numb=Sing
detrusus,detrudo,VER,Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
abibit,abeo1,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
Quam,quam1,ADVrel,Numb=Sing|Gend=Fem
libet,libet,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
inmensas,immensus,ADJqua,Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
acies,acies,NOMcom,Case=Acc|Numb=Plur
in,in,PRE,MORPH=empty
proelia,proelium,NOMcom,Case=Acc|Numb=Plur
ducat,duco,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Ast,at2,CONcoo,MORPH=empty
illum,ille,PROdem,Case=Acc|Numb=Sing|Gend=Masc
qui,qui1,PROrel,Case=Nom|Numb=Sing|Gend=Masc
iussa,iussum,NOMcom,Case=Acc|Numb=Plur
dei,deus,NOMcom,Case=Gen|Numb=Sing
sublimia,sublimis,ADJqua,Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
uitat,uito,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Mortis,Mors,NOMcom,Case=Gen|Numb=Sing
terror,terror,NOMcom,Case=Nom|Numb=Sing
aget,ago,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
ceu,ceu1,ADVrel,MORPH=empty
ferrum,ferrum,NOMcom,Case=Acc|Numb=Sing
torqueat,torqueo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
hostis,hostis,NOMcom,Case=Nom|Numb=Sing
Praecipitique,praeceps,ADJqua,Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
{Praecipitique},que,CON,MORPH=empty
fuga,fuga,NOMcom,Case=Abl|Numb=Sing
trepida,trepidus,ADJqua,Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
condetur,condo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Pass|Person=3
in,in,PRE,MORPH=empty
urbe,urbs,NOMcom,Case=Abl|Numb=Sing
Hinc,hinc,ADV,Deg=Pos
postrema,posterus,ADJqua,Case=Nom|Numb=Sing|Gend=Fem|Deg=Sup
fames,fames,NOMcom,Case=Nom|Numb=Sing
morbis,morbus,NOMcom,Case=Abl|Numb=Plur
pallentibus,pallens,VER,Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
illum,ille,PROdem,Case=Acc|Numb=Sing|Gend=Masc
Ambiet,ambio,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
et,et2,CONcoo,MORPH=empty
saturus,satur,VER,Case=Nom|Numb=Sing|Gend=Masc
quamuis,quamuis2,CONsub,MORPH=empty
ieiuna,ieiunus,ADJqua,Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
putabit,puto,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
Ora,os1,NOMcom,Case=Acc|Numb=Plur
sibi,sui1,PROref,Case=Dat|Numb=Sing
semperque,semper,ADV,Deg=Pos
{semperque},que,CON,MORPH=empty
metu,metus,NOMcom,Case=Abl|Numb=Sing
redeunte,redeo1,VER,Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
timebit,timeo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
Ac,ac1,CONcoo,MORPH=empty
si,si2,CONsub,MORPH=empty
conlibitum,collibet,VER,Numb=Sing|Gend=Neut|Mood=Par|Tense=Fut|Voice=Pass
portis,porta,NOMcom,Case=Abl|Numb=Plur
bipatentibus,bipatens,ADJqua,Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
ire,eo1,VER,Mood=Inf|Tense=Pres|Voice=Act
Quo,quo2,ADVrel,MORPH=empty
sensus,sensus,NOMcom,Case=Acc|Numb=Plur
duxere,duco,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
sui,suus,PROref,Case=Gen|Numb=Sing
hunc,hic1,PROdem,Case=Acc|Numb=Sing|Gend=Masc
maesta,maestus,ADJqua,Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
per,per,PRE,MORPH=empty
agros,ager,NOMcom,Case=Acc|Numb=Plur
Vndique,undique,ADV,Deg=Pos
desertos,desero2,VER,Case=Acc|Numb=Plur|Gend=Masc
heremus,heres,VER,Case=Nom|Numb=Plur
confundet,confundo2,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
euntem,eo1,VER,Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
Raptoresque,raptor,NOMcom,Case=Acc|Numb=Plur
{Raptoresque},que,CON,MORPH=empty
lupos,lupus,NOMcom,Case=Acc|Numb=Plur
et,et2,CONcoo,MORPH=empty
quae,qui1,PROrel,Case=Nom|Numb=Plur|Gend=Neut
sunt,sum1,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
dente,dens,NOMcom,Case=Abl|Numb=Sing
uel,uel2,CONcoo,MORPH=empty
ungui,unguis,NOMcom,Case=Abl|Numb=Sing
Terribiles,terribilis,ADJqua,Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos
per,per,PRE,MORPH=empty
rura,rus,NOMcom,Case=Acc|Numb=Plur
ferae,fera,NOMcom,Case=Nom|Numb=Sing
plus,multum2,ADV,Case=Acc|Deg=Comp
triste,tristis,ADJqua,Case=Acc|Numb=Sing|Gend=Neut|Deg=Pos
timebit,timeo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
Et,et2,CONcoo,MORPH=empty
quamuis,quamuis2,CONsub,MORPH=empty
pingui,pinguis,ADJqua,Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
generetur,genero,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
caespite,caespes,NOMcom,Case=Abl|Numb=Sing
terrae,terra,NOMcom,Case=Gen|Numb=Sing
Verna,uernus,ADJqua,Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
seges,seges,NOMcom,Case=Nom|Numb=Sing
teneras,tener,ADJqua,Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
culmis,culmus,NOMcom,Case=Abl|Numb=Plur
non,non,ADVneg,MORPH=empty
promet,promo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
aristas,arista,NOMcom,Case=Acc|Numb=Plur
Natorum,natus1,NOMcom,Case=Gen|Numb=Plur
tum,tum,ADV,Deg=Pos
membra,membrum,NOMcom,Case=Acc|Numb=Plur
pater,pater,NOMcom,Case=Nom|Numb=Sing
ceu,ceu2,CONsub,MORPH=empty
dulcia,dulcis,ADJqua,Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
morsu,morsus,NOMcom,Case=Abl|Numb=Sing
Adpetet,appeto,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
atque,atque1,CONcoo,MORPH=empty
fame,fames,NOMcom,Case=Abl|Numb=Sing
genetrix,genetrix,NOMcom,Case=Nom|Numb=Sing
demittet,demitto,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
ad,ad2,PRE,MORPH=empty
aluum,aluus,NOMcom,Case=Acc|Numb=Sing
Quod,qui1,PROrel,Case=Acc|Numb=Sing
genuit,gigno,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
fecunda,fecundus,ADJqua,Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
prius,prius,ADJadv.ord,Deg=Comp
tum,tum,ADV,Deg=Pos
uincula,uinculum,NOMcom,Case=Acc|Numb=Plur
captis,capio2,VER,Case=Dat|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Pass
Inponet,impono,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
iam,iam,ADV,Deg=Pos
uictor,uictor,NOMcom,Case=Nom|Numb=Sing
ouans,ouo,VER,Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
flammaeque,flamma,NOMcom,Case=Nom|Numb=Plur
{flammaeque},que,CON,MORPH=empty
micantes,mico,VER,Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
Adtollent,attollo,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3
rutilos,rutilus,ADJqua,Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
per,per,PRE,MORPH=empty
tecta,tectum,NOMcom,Case=Acc|Numb=Plur
ingentia,ingens,ADJqua,Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
crines,crinis,NOMcom,Case=Acc|Numb=Plur
Vrbibus,urbs,NOMcom,Case=Abl|Numb=Plur
in,in,PRE,MORPH=empty
cinerem,cinis,NOMcom,Case=Acc|Numb=Sing
uersis,uerto,VER,Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Pass
quae,qui1,PROrel,Case=Acc|Numb=Plur|Gend=Neut
foeda,foedus2,ADJqua,Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
gerentes,gero,VER,Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
Ambierant,ambio,VER,Numb=Plur|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
ualido,ualidus,ADJqua,Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
quondam,quondam,ADV,Deg=Pos
tutamine,tutamen,NOMcom,Case=Abl|Numb=Sing
muri,murus,NOMcom,Case=Nom|Numb=Plur
Deficient,deficio,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3
tituli,titulus,NOMcom,Case=Nom|Numb=Plur
uanarum,uanus,ADJqua,Case=Gen|Numb=Plur|Gend=Fem|Deg=Pos
insignia,insigne,NOMcom,Case=Nom|Numb=Plur
laudum,laus,NOMcom,Case=Gen|Numb=Plur
Et,et2,CONcoo,MORPH=empty
quae,qui1,PROrel,Case=Nom|Numb=Plur|Gend=Neut
pulchra,pulcher,ADJqua,Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
prius,prius,ADJadv.ord,Deg=Comp
fuerant,sum1,VER,Numb=Plur|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
destructa,destruo,VER,Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
peribunt,pereo1,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3
Vt,ut1,ADVrel,MORPH=empty
deus,deus,NOMcom,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
celsis,celsus,ADJqua,Case=Abl|Numb=Plur|Gend=Com
semper,semper,ADV,Deg=Pos
uenerandus,ueneror,ADJqua,Case=Nom|Numb=Sing|Gend=Masc
ametur,amo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
Idola,Idolus,NOMcom,Case=Nom|Numb=Sing
quem,qui1,PROrel,Case=Acc|Numb=Sing|Gend=Masc
nequeunt,nequeo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
mentito,mentior,VER,Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep
adtingere,attingo,VER,Mood=Inf|Tense=Pres|Voice=Act
cultu,cultus1,NOMcom,Case=Abl|Numb=Sing
Quae,qui1,PROrel,Case=Nom|Numb=Sing|Gend=Neut
deinde,deinde,ADV,Deg=Pos
in,in,PRE,MORPH=empty
uotis,uotum,NOMcom,Case=Abl|Numb=Plur
maneat,maneo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
taxatio,taxatio,NOMcom,Case=Nom|Numb=Sing
dragmae,drachma,NOMcom,Case=Gen|Numb=Sing|Deg=Pos
Femina,femina,NOMcom,Case=Nom|Numb=Sing
si,si2,CONsub,MORPH=empty
fuerit,sum1,VER,Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
seu,seu2,CONsub,MORPH=empty
mas,mas,NOMcom,Case=Acc|Numb=Sing|Deg=Pos
donatus,dono,VER,Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
ad,ad2,PRE,MORPH=empty
altar,altar,NOMcom,Case=Acc|Numb=Sing
Perscripsit,perscribo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
rubrica,rubrica,NOMcom,Case=Nom|Numb=Sing
dei,deus,NOMcom,Case=Gen|Numb=Sing
seu,seu1,CONcoo,MORPH=empty
grandior,grandis,ADJqua,Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
aeuo,aeuum,NOMcom,Case=Abl|Numb=Sing
Seu,seu1,CONcoo,MORPH=empty
puer,puer,NOMcom,Case=Nom|Numb=Sing
aut,aut,CONcoo,MORPH=empty
uirgo,uirgo,NOMcom,Case=Nom|Numb=Sing
nondum,nondum,ADVneg,MORPH=empty
pubentibus,pubens,ADJqua,Case=Abl|Numb=Plur|Gend=Com
annis,annus,NOMcom,Case=Abl|Numb=Plur
Seu,seu1,CONcoo,MORPH=empty
domus,domus,NOMcom,Case=Nom|Numb=Sing
aut,aut,CONcoo,MORPH=empty
fundus,fundus,NOMcom,Case=Nom|Numb=Sing
seu,seu1,CONcoo,MORPH=empty
quidquid,quisquis2,PROind,Case=Nom|Numb=Sing|Gend=Neut
mente,mens,NOMcom,Case=Abl|Numb=Sing
dicatur,dico2,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
Cum,cum3,CONsub,MORPH=empty
secura,securus,ADJqua,Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
deo,deus,NOMcom,Case=Abl|Numb=Sing
gaudet,gaudeo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=SemDep|Person=3
mens,mens,NOMcom,Case=Nom|Numb=Sing
credere,credo,VER,Mood=Inf|Tense=Pres|Voice=Act
summo,superus,ADJqua,Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Sup
Seu,seu1,CONcoo,MORPH=empty
cum,cum2,PRE,MORPH=empty
sollicitis,sollicitus,ADJqua,Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
agitur,ago,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
permota,permoueo,VER,Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
periclis,periculum,NOMcom,Case=Abl|Numb=Plur
In,in,PRE,MORPH=empty
quibus,qui1,PROrel,Case=Abl|Numb=Plur|Gend=Com
inplicitus,implico,VER,Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
ne,ne4,CONsub,MORPH=empty
sese,sui1,PROref,Case=Acc|Numb=Sing
inuolueret,inuoluo,VER,Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
error,error,NOMcom,Case=Nom|Numb=Sing
Pars,pars,NOMcom,Case=Nom|Numb=Sing
expressa,exprimo,VER,Case=Nom|Numb=Sing|Gend=Fem
manet,maneo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
pars,pars,NOMcom,Case=Nom|Numb=Sing
est,sum1,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
concredita,concredo,VER,Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass
uati,uates,NOMcom,Case=Dat|Numb=Sing
Vt,ut1,ADVrel,MORPH=empty
decimos,decimus,ADJord,Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
etiam,etiam,ADV,Deg=Pos
